Place URL,Place Name,Star Rating,Number of Ratings,Place Type,Cost (if applicable),Address,Number,Availability
https://www.facebook.com/Dr.Shakeri/,Chiropractic Health Center,4.6,12,Chiropractor,,7011 N Howard St,+1 559-261-2700,Closes in 15 minutes
https://www.facebook.com/Central-Valley-Pain-Management-161664137184732/,Central Valley Pain Management,4.3,11,Chiropractor,,1805 E Fir Ave,,
https://www.facebook.com/drtorreyschroeder/,Schroeder Chiropractic Center,5.0,7,Chiropractor,$$,7191 N. Millbrook Ave. Suite #116,+1 559-432-2225,Opens Monday
https://www.facebook.com/Total-Care-Medical-Group-209532372775467/,Total Care Medical Group,5.0,2,Chiropractor,,"5361 E Kings Canyon Rd Ste 101,",+1 559-251-2225,Opens Monday
https://www.facebook.com/pages/Dr-Carlos-Juarez/270898173029204,Dr. Carlos Juarez,5.0,4,Chiropractor,,6191 N Fresno St Ste 102,+1 559-432-3434,
https://www.facebook.com/Kaminsky-Chiropractic-Center-141566119204072/,Kaminsky Chiropractic Center,4.8,5,Chiropractor,,"6700 N 1st St, Ste 134",+1 559-417-0660,Opens Monday
https://www.facebook.com/pages/Tsutsui-Larry-DC/155531794487672,Tsutsui Larry DC,5.0,4,Chiropractor,,2023 N Van Ness Blvd,+1 559-222-1384,
https://www.facebook.com/alliancechiropracticfresno/,Alliance Chiropractic,5.0,1,Chiropractor,,"7065 N Chestnut Ave, Ste 101",+1 559-478-5833,Opens Monday
https://www.facebook.com/Dawson-Chiropractic-Center-228539477265859/,Dawson Chiropractic Center,4.7,6,Chiropractor,,"6700 N 1st St, # 134",+1 559-432-5560,Opens Tuesday
https://www.facebook.com/pages/Lawless-Brian-Chiropractor/100509386674822,Lawless Brian Chiropractor,5.0,6,Chiropractor,,"6319 N Fresno St, Ste 104",+1 559-436-6232,
https://www.facebook.com/Johnson-Chiropractic-Health-Spa-207865989239796/,Johnson Chiropractic & Health Spa,,,Chiropractor,,"5464 N Palm Ave, Ste D",+1 559-970-5791,Opens Monday
https://www.facebook.com/Champlain-Chiropractic-103475069689731/,Champlain Chiropractic,4.7,6,Chiropractor,,"1050 E Perrin Ave, Ste 109",+1 559-433-3475,Opens Monday
https://www.facebook.com/DakotaPhysicalTherapy/,Dakota Physical Therapy,4.4,5,Chiropractor,,4254 N Fresno St,+1 559-227-8437,Opens Monday
https://www.facebook.com/pages/Dr-Hoopes/149728185075820,Dr. Hoopes,4.0,2,Chiropractor,,2215 N Fresno St,+1 559-222-7796,
https://www.facebook.com/bulldogchiropractic/,Bulldog Chiropractic,5.0,9,Chiropractor,,5150 N 6th St Ste 100,+1 559-222-5362,Opens Monday
https://www.facebook.com/Dr-Claudia-Anrigs-Educational-Materials-123464171162138/,Dr. Claudia Anrig's Educational Materials,,,Chiropractor,,1540 E Shaw Ave,,
https://www.facebook.com/Dakota-Sports-Physical-Therapy-306118322913193/,Dakota Sports Physical Therapy,4.7,7,Chiropractor,,7206 N Milburn Ave,+1 559-276-5010,Opens Monday
https://www.facebook.com/pages/Atlas-Healthcare-Medical-Group/122457164478611,Atlas Healthcare Medical Group,4.2,6,Chiropractor,,3209 W Shaw Ave,+1 559-224-4977,Always Open
https://www.facebook.com/pages/Fresno-Family-Wellness-Group/1030474320313530,Fresno Family Wellness Group,,,Chiropractor,,"6225 N Fresno St, Ste 103",Always Open,
https://www.facebook.com/pages/Orange-Butler-Community-Health-Center/117028198356891,Orange & Butler Community Health Center,,,Chiropractor,,1350 S Orange Ave,+1 559-457-5400,Always Open
https://www.facebook.com/A-Touch-of-Margie-152177568228787/,A Touch of Margie,4.3,3,Chiropractor,,"1295 N Wishon Ave, Ste 2B",+1 559-395-3724,
https://www.facebook.com/Health-Atlast-Fresno-996595257017284/,Health Atlast Fresno,,,Chiropractor,,"6042 N Fresno St, Ste 203",+1 559-435-1897,
https://www.facebook.com/pages/Hernandez-Chiropractic/738013346309866,Hernandez Chiropractic,,,Chiropractor,,5293 N 1st St,+1 559-224-4422,
https://www.facebook.com/pages/Chiropractic-Massage-Center/118983148151826,Chiropractic & Massage Center,2.8,5,Chiropractor,,5612 N Blackstone Ave,+1 559-440-1818,
https://www.facebook.com/pages/Forrester-Family-Chiropractic/136140383101852,Forrester Family Chiropractic,,,Chiropractor,,"875 W Ashlan Ave, Ste 101",+1 559-292-6191,
https://www.facebook.com/pages/Sanders-Kriste-J-DC/104742349591695,Sanders Kriste J DC,5.0,1,Chiropractor,,1809 N Fresno St,+1 559-237-3883,
https://www.facebook.com/pages/Health-Net-Inc/222296757784976,"Health Net, Inc",,,Chiropractor,,7485 N Palm Ave,+1 559-447-6100,Always Open
https://www.facebook.com/pages/Dr-Tamer-Michiel-DDS/312797448761198,"Dr. Tamer Michiel, DDS",1.0,1,Chiropractor,,3796 N Fresno St Ste 106,+1 559-229-2288,
https://www.facebook.com/pages/Butler-Chiropractic-Office/152559144757521,Butler Chiropractic Office,,,Chiropractor,,125 E Barstow Ave,+1 559-226-5057,
https://www.facebook.com/Complete-Chiropractic-1543181199254112/,Complete Chiropractic,,,Chiropractor,,600 W Shaw #440,+1 559-213-8723,
https://www.facebook.com/pages/San-Joaquin-Accident-Medical-Group/153929837975484,San Joaquin Accident & Medical Group,,,Chiropractor,,4559 N Cedar Ave,+1 559-222-3400,
https://www.facebook.com/pages/Dr-Marshall-S-Lewis/329844363712325,Dr. Marshall S. Lewis,,,Chiropractor,,1332  w Herndon suite 101,+1 559-439-1145,Opens Monday
