Place URL,Place Name,Star Rating,Number of Ratings,Place Type,Cost (if applicable),Address,Number,Availability
https://www.facebook.com/PinnacleSportAndSpineChiropracticClinic/,Pinnacle Sport & Spine Clinic,5.0,34,Chiropractor,,2344 Camanche Ave,+1 563-259-6175,Opens tomorrow
https://www.facebook.com/drbarronchiro/,Barron Chiropractic,5.0,24,Chiropractor,,215 North K Avenue,+1 319-472-4668,Opens tomorrow
https://www.facebook.com/HowellChiropracticandWellness/,Howell Chiropractic,5.0,55,Chiropractor,,4929 Utica Ridge Road,+1 563-424-1816,Opens Monday
https://www.facebook.com/IdealChiropracticHealthCenter/,Ideal Chiropractic Health Center,5.0,23,Chiropractor,,"2200 John F Kennedy Rd, Ste 100",+1 563-845-7283,Opens Monday
https://www.facebook.com/AssociatedChiropracticSoftTissue/,Associated Chiropractic & Soft Tissue,5.0,59,Chiropractor,$,"3255 Williams Blvd, Suite #1",+1 319-366-4118,Opens tomorrow
https://www.facebook.com/maximized.chiropractic.brett.mcdonough.desmoines/,Maximized Life Chiropractic Center,4.8,34,Chiropractor,,8671 Northpark Dr,+1 515-278-2782,Opens tomorrow
https://www.facebook.com/littlelovechiropractic/,Little Love Chiropractic,5.0,35,Chiropractor,,"736 Federal St, # 1301",+1 563-528-1576,Opens tomorrow
https://www.facebook.com/UncommonChiropractic/,Uncommon Chiropractic,5.0,27,Chiropractor,,2415 18th St. #7,+1 309-236-7776,Opens Sunday
https://www.facebook.com/chirospencer/,Spencer Chiropractic & Wellness Center,5.0,12,Chiropractor,,1025 5th Ave SE,+1 712-580-3294,Opens Monday
https://www.facebook.com/familyfocuschiro1/,Family Focus Chiropractic,5.0,21,Chiropractor,,1013 10th street,+1 712-433-0572,Opens Monday
https://www.facebook.com/sheetschiro/,Sheets Chiropractic & Wellness Inc,5.0,14,Chiropractor,,405 East Jackson Street,+1 641-622-2227,Opens Monday
https://www.facebook.com/nordicchiropractic/,Nordic Chiropractic,5.0,18,Chiropractor,$,209 E Water St,+1 563-382-1099,Opens tomorrow
https://www.facebook.com/resetdowntown/,Reset Downtown,4.9,42,Chiropractor,$$,"1905 Ingersoll Ave, Suite 101",+1 515-221-0883,
https://www.facebook.com/Lettman-Chiropractic-Rehab-102008303168594/,Lettman Chiropractic Rehab,4.8,98,Chiropractor,$$$,2095 John F Kennedy Rd AcrosS From Fareway,+1 563-588-9200,Opens tomorrow
https://www.facebook.com/elitehealthqc/,Elite Health Systems,4.9,44,Chiropractor,,2393 Cumberland Square Dr,+1 563-359-4203,Opens Monday
https://www.facebook.com/keypotential/,Key Potential Chiropractic,4.9,16,Chiropractor,,60 SE Laurel St.,Opens Monday,
https://www.facebook.com/MouwChiropractic/,"Mouw Family Chiropractic, P.C.",4.8,94,Chiropractor,,20 Power Dr Ste 1,+1 712-366-1611,Opens tomorrow
https://www.facebook.com/Wayson-Family-Chiropractic-294660888690/,Wayson Family Chiropractic,4.8,49,Chiropractor,,4619 Chadwick Rd.,+1 319-266-1119,Opens Monday
https://www.facebook.com/waukeewellness/,Waukee Wellness & Chiropractic,5.0,24,Chiropractor,,710 Alices Rd,+1 515-978-6661,Opens Monday
https://www.facebook.com/rebarcakchiro/,Rebarcak Chiropractic Pain Relief Center,5.0,40,Chiropractor,$,205 Clark Ave,+1 515-233-2263,Opens tomorrow
https://www.facebook.com/infinitychiroia/,Infinity Chiropractic,5.0,15,Chiropractor,,95 NE Dartmoor Drive,+1 515-264-3405,
https://www.facebook.com/cbnfamilywellness/,Clinton Back and Neck Family Wellness,5.0,50,Chiropractor,,927 N 2nd St Ste B,+1 563-242-5375,Opens Monday
https://www.facebook.com/Brammeier-Chiropractic-Office-523384271074448/,Brammeier Chiropractic Office,5.0,33,Chiropractor,,109 5th St,+1 563-785-6336,Always Open
https://www.facebook.com/TitanChiropractic/,Titan Chiropractic & Sports Performance,5.0,33,Chiropractor,$$,308 SE 9th St,+1 641-820-0151,Opens Monday
https://www.facebook.com/Vanderloo-Chiropractic-174340039244727/,Vanderloo Chiropractic,4.9,39,Chiropractor,,3731 Kimball Ave,+1 319-232-1143,Opens Monday
https://www.facebook.com/drwyatttyleria/,Dynamic Chiropractic,5.0,11,Chiropractor,,14225 University Ave.      Suite 118,+1 515-225-2266,Opens Monday
https://www.facebook.com/InspiredLivingChiropractic/,Inspired Living Chiropractic,4.7,22,Chiropractor,,"960 6th St, Ste 2",+1 319-827-2045,Opens Monday
https://www.facebook.com/chiropracticfirstofiowa/,Chiropractic First of Iowa,5.0,10,Chiropractor,,4242 Gordon Drive,+1 712-560-8913,Opens tomorrow
https://www.facebook.com/twolanechirodsm/,Two Lane Chiropractic,5.0,7,Chiropractor,$,"855 E Court Ave, Ste 4",+1 515-868-6155,Opens tomorrow
https://www.facebook.com/activefamilychiropracticmasoncity/,Active Family Chiropractic,5.0,27,Chiropractor,,122 N Federal Ave,+1 641-201-1975,Opens Monday
https://www.facebook.com/BalancedBodySoftTissue/,Balanced Body Soft Tissue & Spine,4.9,22,Chiropractor,$$,"301 NE Trilein Dr, Ste 2",+1 515-963-1641,Opens Monday
https://www.facebook.com/ChiropractorNorthLiberty/,Congruent Life Chiropractic - North Liberty Chiropractor,5.0,51,Chiropractor,,745 Community Dr,+1 319-665-9595,Opens Monday
https://www.facebook.com/agapefamilychiro/,Agapē Family Chiropractic and Laser Center,4.9,16,Chiropractor,,"513 Court St, PO Box 32",+1 319-668-8196,Opens Monday
https://www.facebook.com/BalanceChiroandWellness/,Balance Chiropractic & Wellness,4.8,40,Chiropractor,$,"6611 University Ave, Ste 103",+1 515-255-5330,Opens Monday
https://www.facebook.com/ellensohnchiropracticosceola/,Ellensohn Chiropractic,4.9,11,Chiropractor,$,208 S Main St,Opens Monday,
https://www.facebook.com/FairbankChiropractic/,Fairbank Chiropractic,5.0,9,Chiropractor,,101 S 4th St,+1 319-849-5155,Opens Monday
https://www.facebook.com/burkenbinefamilychiro/,Burkenbine Family Chiropractic,5.0,30,Chiropractor,$,11115 Plum Dr.,Opens Monday,
https://www.facebook.com/I80Chiropractic/,I-80 Chiropractic & DOT Physical Clinic,5.0,23,Chiropractor,$$,755 W Iowa 80 Rd,+1 563-340-8885,Opens tomorrow
https://www.facebook.com/familyfirstchiro/,Family First Chiropractic Wellness Center,4.9,27,Chiropractor,,"998 Fremont Ave, Ste L1",+1 563-556-6921,Opens Monday
https://www.facebook.com/WickwireChiropractic/,Wickwire Chiropractic and Wellness Center,4.8,41,Chiropractor,,1690 Blairs Ferry Rd,+1 319-393-3345,Opens Monday
https://www.facebook.com/ShipmanChiropractic/,Shipman Chiropractic Clinic,,,Chiropractor,$$,4557 Utica Ridge Rd,+1 563-359-1985,Opens tomorrow
https://www.facebook.com/meylorchiropracticbeaverdale/,Meylor Chiropractic,5.0,37,Chiropractor,,2645 Beaver Ave,+1 515-255-7246,
https://www.facebook.com/backinactionames/,Back In Action Chiropractic LLC,5.0,30,Chiropractor,,622 Burnett Ave,+1 515-232-9075,Opens Monday
https://www.facebook.com/Keosauqua-Family-Chiropractic-145965955558942/,Keosauqua Family Chiropractic,5.0,28,Chiropractor,,805 1st St,+1 319-293-3402,Opens Monday
https://www.facebook.com/milchiro/,Miller Chiropractic Center,5.0,15,Chiropractor,,206 N Grimmell Rd,+1 515-386-2515,Opens Monday
https://www.facebook.com/DrTaylorChiro/,Dr. Taylor Chiropractic,5.0,16,Chiropractor,,214 5th St,+1 515-232-6318,Opens Monday
https://www.facebook.com/hawknationchiropractic/,Hawk Nation Chiropractic,5.0,15,Chiropractor,,909 W Main St,+1 563-927-4295,Opens Monday
https://www.facebook.com/signaturechiropracticllc/,Signature Chiropractic LLC,5.0,12,Chiropractor,,235 N Oak Ln,+1 563-381-9051,Opens tomorrow
https://www.facebook.com/ITMWBrulington/,Institute of Therapeutic Massage and Wellness Burlington,5.0,15,Chiropractor,$$,2102 S Main St,+1 319-752-8113,Opens tomorrow
https://www.facebook.com/familyfirstchiropracticclinic/,Family First Chiropractic Clinic PLLC,5.0,6,Chiropractor,,119 W 2nd St,,
https://www.facebook.com/BluffsFamilyChiropractic/,Bluffs Family Chiropractic,4.9,26,Chiropractor,,303 McKenzie Ave,+1 712-256-5990,Opens Monday
https://www.facebook.com/compasschirodsm/,Compass Chiropractic,5.0,21,Chiropractor,,7405  University Ave,+1 515-309-1217,Opens tomorrow
https://www.facebook.com/RannfeldtChiropractic/,Rannfeldt Family Chiropractic,4.9,34,Chiropractor,,2035 Bridge Ave,Opens Monday,
https://www.facebook.com/iowafamilychiropracticames/,Iowa Family Chiropractic Ames,5.0,3,Chiropractor,,2714 Aspen Rd. Ste 103,+1 515-441-7100,Opens Monday
https://www.facebook.com/utopiafamilychiro/,Utopia Family Chiropractic,5.0,22,Chiropractor,,"12931 University Ave, Ste 103",+1 515-225-2249,Opens Monday
https://www.facebook.com/naturalhealthankeny/,Natural Health Chiropractic and Acupuncture,5.0,39,Chiropractor,,"2525 N Ankeny Blvd, Ste 111",+1 515-964-5404,Opens Monday
https://www.facebook.com/WaverlyChiropractic/,Waverly Chiropractic Specialties,4.9,17,Chiropractor,,1240 10th Ave SW,+1 319-352-2425,Opens Monday
https://www.facebook.com/CornerstoneChiropracticIF/,CornerStone Chiropractic,5.0,11,Chiropractor,$,1701 Washington Avenue,+1 641-648-4488,Opens Monday
https://www.facebook.com/quantumhealinginternational/,Quantum Healing International,4.9,18,Chiropractor,$$,900 20th Ave.,Opens tomorrow,
https://www.facebook.com/tweetonfamilychiropractic/,Tweeton Family Chiropractic,5.0,6,Chiropractor,,214 S Iowa Ave,+1 319-653-2351,Opens tomorrow
https://www.facebook.com/HammerandForgeChiro/,Hammer & Forge Chiropractic,5.0,11,Chiropractor,$$,450 SE University Ave.,+1 515-216-4414,Opens Monday
https://www.facebook.com/synchiroholihealth/,Synergy Chiropractic & Holistic Health,5.0,9,Chiropractor,,1912 Middle Rd. Ste. 200,+1 563-888-5130,Opens Monday
https://www.facebook.com/nemospine/,Niemeier Spine & Sports Chiropractic,5.0,14,Chiropractor,,222 Market Street,+1 712-832-3056,Opens Monday
https://www.facebook.com/cedarcreekchiro/,Cedar Creek Chiropractic,4.9,28,Chiropractor,,3301 Mt Vernon Rd SE,+1 319-242-7000,Opens Monday
https://www.facebook.com/goodenfamilychiropractic/,Gooden Family Chiropractic LLC,5.0,41,Chiropractor,,"1223 Theatre Dr, Ste B",+1 641-954-9043,Opens tomorrow
https://www.facebook.com/accidentchiropracticplus/,Accident Chiropractic Plus,4.9,14,Chiropractor,$,2403 Nash Blvd,+1 712-256-4236,Opens Monday
https://www.facebook.com/BrittonChiropractic/,Britton Chiropractic & Rehab Clinic,4.9,18,Chiropractor,,351 Highway 12,+1 712-568-2304,
https://www.facebook.com/qcspineandstrength/,"Quad City Spine & Strength, LLC",5.0,11,Chiropractor,,4427 State Street,+1 563-888-1034,Opens tomorrow
https://www.facebook.com/bettertonchiropractic/,Betterton Family Chiropractic,4.9,58,Chiropractor,,1307 W 13th St,+1 319-472-5151,Opens tomorrow
https://www.facebook.com/BlackandGoldChiroIC/,Black & Gold Chiropractic & Wellness,4.9,47,Chiropractor,,401 S Gilbert St,+1 319-337-6000,Opens Monday
https://www.facebook.com/MasonCityChiropractic/,Mason City Chiropractic,4.8,45,Chiropractor,,423 4th St SW Suite A,+1 641-424-0992,Opens tomorrow
https://www.facebook.com/HoltonClinicOfChiropractic/,Holton Clinic of Chiropractic,5.0,10,Chiropractor,,1212 Starview Dr.,+1 712-947-4100,Opens Monday
https://www.facebook.com/barkchiro/,Bark Chiropractic and Rehab Clinic,4.9,58,Chiropractor,$$,200 E 2nd St,+1 563-263-3800,Opens Monday
https://www.facebook.com/tnfchiro/,True North Family Chiropractic,4.8,19,Chiropractor,,"710 Kimberly Rd, Suite #4",+1 563-424-1020,Opens Monday
https://www.facebook.com/Schwenn-Family-Chiropractic-128486960688579/,Schwenn Family Chiropractic,5.0,17,Chiropractor,$$,"5475 Dyer Ave, Ste 151",+1 319-377-4575,Opens Monday
https://www.facebook.com/DocSideChiropractic/,DocSide Chiropractic LLC,5.0,16,Chiropractor,,1134 Front St,+1 563-823-8836,Opens tomorrow
https://www.facebook.com/Back-to-Health-Chiropractic-Waverly-LLC-353704064801803/,"Back to Health Chiropractic Waverly, LLC",5.0,19,Chiropractor,,2024 3rd Ave NW,+1 319-440-3824,
https://www.facebook.com/carterfamilychiro/,Carter Family Chiropractic,5.0,17,Chiropractor,$,235 West 35th Street Suite 2D (Above Nick Tarpeins),+1 563-345-5555,
https://www.facebook.com/pcsfchiropractic/,Pottawattamie County Sports & Family Chiropractic,5.0,9,Chiropractor,,"101 N. Main Street, Suite 3",+1 712-249-8231,Opens Monday
https://www.facebook.com/52806backpainreliefchiropractic/,Back Pain Relief Chiropractic,5.0,12,Chiropractor,,216 E. 50th St.,+1 563-391-7246,Opens Monday
https://www.facebook.com/sumneriachiro/,Sumner Chiropractic Clinic,4.9,14,Chiropractor,,108 W 1st St,+1 563-578-8754,Opens Monday
https://www.facebook.com/Dawson-Chiropractic-623995364282557/,Dawson Chiropractic,5.0,21,Chiropractor,,507 8th St SE,+1 515-967-3007,Opens tomorrow
https://www.facebook.com/WalburgFamilyChiro/,Walburg Family Chiropractic,5.0,9,Chiropractor,,603 S. Grand Ave. Suite 2,+1 712-262-2194,
