Place URL,Place Name,Star Rating,Number of Ratings,Place Type,Cost (if applicable),Address,Number,Availability
https://www.facebook.com/elevatedhealthcenter/,Elevated Health Center,5.0,36,Chiropractor,,10705  Town Square Dr NE,+1 763-600-6134,Open Now
https://www.facebook.com/zenhealingcentermn/,Zen Healing Center,5.0,25,Chiropractor,$$,"4570 W 77th St, Ste 140",+1 952-500-8733,Opens tomorrow
https://www.facebook.com/LitchfieldChiropracticCenter/,Litchfield Chiropractic Center,5.0,33,Chiropractor,,126 North Sibley Avenue,+1 320-693-3655,Opens Monday
https://www.facebook.com/BFCNC/,Brennan Family Chiropractic and Nutrition Center,5.0,50,Chiropractor,,"2048 Superior Dr NW, Ste 500",+1 507-289-3333,Opens Monday
https://www.facebook.com/NaturallyAligned/,Naturally Aligned Family Chiropractic,5.0,16,Chiropractor,,4422 White Bear Ave N,+1 651-210-5261,Always Open
https://www.facebook.com/optimalhealthandchiro/,Optimal Health & Chiropractic of Fairmont and Jackson,5.0,15,Chiropractor,,115 W Blue Earth Ave,+1 507-235-5505,Opens tomorrow
https://www.facebook.com/healthsourceofalbertville/,HealthSource of Albertville,4.9,52,Chiropractor,,5676 LaCentre Ave,+1 763-515-0196,Opens Monday
https://www.facebook.com/RevChiropractic/,Revolution Chiropractic Wellness Center,4.7,27,Chiropractor,,8509 Jefferson Ln North,+1 763-425-4577,Opens Monday
https://www.facebook.com/NorthernEdgeChiro/,Northern Edge Chiropractic LLC,5.0,35,Chiropractor,$$,"5480 Nathan Ln N, # 102",+1 763-316-5252,Opens Monday
https://www.facebook.com/TrilliumChiropractic/,Trillium Chiropractic,5.0,48,Chiropractor,,"13700 Reimer Dr N, #250",+1 763-420-2226,Opens Monday
https://www.facebook.com/NorthernLifeWellness/,Northern Life Wellness- Chiropractic & Physical Therapy,5.0,71,Chiropractor,$$,13955 W Preserve Blvd Ste 200,+1 952-890-0804,Opens tomorrow
https://www.facebook.com/healthsourceofrogersmn/,HealthSource of Rogers,4.8,28,Chiropractor,,13635 Northdale Blvd.,+1 952-314-4255,Opens Monday
https://www.facebook.com/MartyChiropracticandWellness/,Marty Chiropractic & Wellness,5.0,13,Chiropractor,,18476 Kenrick Ave #201,+1 612-440-5776,Opens tomorrow
https://www.facebook.com/healthsourceofstcloudnorth/,HealthSource of St. Cloud North,4.9,55,Chiropractor,,1246 32nd Ave. N,+1 320-227-2446,Opens Monday
https://www.facebook.com/CarlsonClinic/,The Carlson Clinic,4.9,36,Chiropractor,,4717 Clark Ave,+1 651-762-8040,Opens Monday
https://www.facebook.com/RochesterChiropracticWellness/,Rochester Chiropractic & Wellness,4.9,40,Chiropractor,$$,"3510 8th St NW, Ste 100",+1 507-424-0655,Opens Monday
https://www.facebook.com/ChiroWayMapleGroveChiropractor/,ChiroWay of Maple Grove,5.0,23,Chiropractor,$,12670 Bass Lake Rd,+1 877-442-4476,Opens Monday
https://www.facebook.com/InverGroveChiropractic/,Inver Grove Chiropractic,5.0,32,Chiropractor,,2940 65th St E,+1 651-451-1012,Opens Monday
https://www.facebook.com/AxnessChiropractic/,Axness Chiropractic Massage & Wellness,4.8,68,Chiropractor,,7350 Clearwater Rd,+1 218-454-5050,Opens Monday
https://www.facebook.com/mankatochiro/,Mankato Chiropractic Center & Healing Touch,4.8,47,Chiropractor,$$,31 Navaho Ave,+1 507-345-4035,Opens tomorrow
https://www.facebook.com/bromanchiropractic/,Broman Chiropractic,5.0,22,Chiropractor,,7237 Forestview Ln N,+1 763-420-8595,Opens tomorrow
https://www.facebook.com/innovativechirocenter/,Innovative Chiropractic Center,5.0,10,Chiropractor,,201 East Ave,+1 651-448-1481,
https://www.facebook.com/livchiropractic/,LIV Chiropractic,5.0,26,Chiropractor,,7129 France Ave S,+1 507-304-5048,
https://www.facebook.com/HinderksChiro/,Hinderks Chiropractic,5.0,24,Chiropractor,,317 Main St N,+1 320-329-8185,Opens Monday
https://www.facebook.com/ActivationLife/,Activation Life Sonic Therapy,,,Chiropractor,,"7825 Washington Ave S, Ste 500",+1 855-866-3277,
https://www.facebook.com/discoverchirohealth/,Dr. Bernie O'Brien,4.3,15,Chiropractor,$,1601 Highway 13 E,+1 952-224-9501,Opens Monday
https://www.facebook.com/pattenchiropracticcenter/,"Patten Chiropractic Center, P.A.",4.9,36,Chiropractor,$$,1455 E Highway 12,+1 320-693-3612,Opens tomorrow
https://www.facebook.com/NorthStoneFamilyChiropractic/,NorthStone Family Chiropractic,5.0,22,Chiropractor,,"6041 Main St, Ste E",+1 651-674-5040,Opens Monday
https://www.facebook.com/Empowerchiropractic1/,Empower Chiropractic and Wellness Center,5.0,17,Chiropractor,,373 George St,+1 952-474-3359,Opens Monday
https://www.facebook.com/HealthSolutionsCenter/,Health Solutions Center,5.0,5,Chiropractor,,117 3rd St W,+1 651-437-1876,
https://www.facebook.com/NokomisChiropracticAndWellnessMinneapolis/,"Nokomis Chiropractic & Wellness, Minneapolis MN",5.0,23,Chiropractor,,5313 Lyndale Ave S,+1 612-822-0149,Opens Monday
https://www.facebook.com/aurorachiropracticmankato/,Aurora Chiropractic,5.0,51,Chiropractor,,"1051 E Madison Ave, Ste 2",+1 507-625-1085,Opens Monday
https://www.facebook.com/riverheightsclinic/,River Heights Health & Injury Clinic,5.0,43,Chiropractor,,"5300 S Robert Trl, Ste 700",+1 651-756-7941,Opens Monday
https://www.facebook.com/ChiroDefense/,"ChiroDefense, LLC",5.0,16,Chiropractor,,1068 Payne Ave,+1 651-815-9896,Opens Monday
https://www.facebook.com/SoltisFamilyChiropractic/,Soltis Family Chiropractic,5.0,46,Chiropractor,,32 E Main St,+1 952-442-9727,Opens Monday
https://www.facebook.com/Chiro-Health-Clinic-PA-512985645535540/,"Chiro Health Clinic, P.A.",5.0,13,Chiropractor,,1132 Arcade St,+1 651-771-4200,Opens Monday
https://www.facebook.com/ascendchiropracticwellness12/,Ascend Chiropractic & Wellness,5.0,11,Chiropractor,,"200 E Travelers Trl, Ste 115",+1 952-300-2050,Opens Monday
https://www.facebook.com/PowerOfLifeHealth/,Power of Life Alternative & Holistic Health,4.7,19,Chiropractor,,1700  Steiger Lake Ln,+1 952-443-9000,Opens Monday
https://www.facebook.com/healthsourceofrochester/,HealthSource of Rochester,5.0,31,Chiropractor,,1724 37th St NW,+1 507-401-4988,Opens Monday
https://www.facebook.com/drjaclyn.blooma/,Dr. Jaclyn DC at Blooma Yoga,5.0,17,Chiropractor,,493 Selby Ave.,+1 651-340-8538,Opens Monday
https://www.facebook.com/discover.chiropractic/,Discover Chiropractic,4.8,13,Chiropractor,,1609 N Riverfront Dr # 100,+1 507-720-0742,Opens tomorrow
https://www.facebook.com/FixenChiropractic/,Fixen Chiropractic,4.8,19,Chiropractor,,104 W Redwood St  Ste 4,+1 507-532-2655,Opens tomorrow
https://www.facebook.com/Essential-Chiropractic-217846706353/,Essential Chiropractic,4.8,38,Chiropractor,,122 Tyler Rd S,+1 651-388-8113,Opens Monday
https://www.facebook.com/kccoremn/,KC CORE - Edina,5.0,7,Chiropractor,,6545 France Avenue S #301,+1 952-922-9066,Opens Monday
https://www.facebook.com/hsbuffalo/,HealthSource of Buffalo,4.9,50,Chiropractor,,639 Ryans Way,+1 763-600-7920,Opens Monday
https://www.facebook.com/NaturallyBalancedFamilyChiropractic/,Naturally Balanced Chiropractic,4.9,19,Chiropractor,,"14525 Highway 7, Ste 340",+1 612-354-6228,Opens Monday
https://www.facebook.com/B2HWinona/,Back to Health Chiropractic & Wellness,4.5,25,Chiropractor,,619 Huff St,+1 507-454-7870,Opens Monday
https://www.facebook.com/chaskalakeschiro/,Chaska Lakes Chiropractic,4.9,30,Chiropractor,,"564 Bavaria Ln, Ste 100",+1 952-479-7297,Opens Monday
https://www.facebook.com/OpenCitiesHealthCenter/,Open Cities Health Center,3.8,34,Chiropractor,$,409 Dunlap St N,+1 651-290-9200,Opens tomorrow
https://www.facebook.com/northernchiromn/,Northern Chiropractic and Wellness,5.0,26,Chiropractor,$$,"730 Apollo Dr, Ste 120",+1 651-797-3756,Opens Monday
https://www.facebook.com/Northlakeschiro/,North Lakes Chiropractic,5.0,18,Chiropractor,,"1200 South Pokegama Ave, Ste 120",+1 218-999-7006,Opens Monday
https://www.facebook.com/vibrantchiro/,Vibrant Chiropractic,5.0,23,Chiropractor,,"8519 Eagle Point Blvd, Ste 175",+1 651-207-4411,Opens Monday
https://www.facebook.com/Worthington-Chiropractic-Clinic-842993935725231/,Worthington Chiropractic Clinic,5.0,12,Chiropractor,,1820 Oxford St,+1 507-372-4400,Opens tomorrow
https://www.facebook.com/ApexFamilyChiropractic/,Apex Family Chiropractic 651-456-8744,5.0,7,Chiropractor,,15678 Pilot Knob Rd # 120,+1 651-456-8744,
https://www.facebook.com/HessFamilyChiropractic/,Hess Family Chiropractic,5.0,44,Chiropractor,$$,216 Main St,+1 320-685-4360,Opens Monday
https://www.facebook.com/ChiroWayBlaineChiropractor/,ChiroWay of Blaine,4.9,28,Chiropractor,,1572 125th Ave NE,+1 877-442-4476,Opens tomorrow
https://www.facebook.com/petersonchiropracticclinic/,Peterson Chiropractic Clinic,5.0,23,Chiropractor,,2599 White Bear Ave N,+1 651-779-8115,Opens Monday
https://www.facebook.com/SWFamilyChirorpractic/,Southwest Family Chiropractic,5.0,13,Chiropractor,,251 N Tyler St,+1 507-247-3249,Opens Monday
https://www.facebook.com/Excelsior-Chiropractic-1622805311328663/,Excelsior Chiropractic,5.0,17,Chiropractor,,21450 Highway 7,+1 952-474-9393,
https://www.facebook.com/chiropractorminneapolis/,Clear Health Chiropractic 612-567-3550,4.9,39,Chiropractor,,5614 W 36th St,+1 612-567-3550,Opens Monday
https://www.facebook.com/ChiropracticHealthPlus/,Chiropractic HealthPlus,5.0,13,Chiropractor,,1200 Highway 25 N Ste 109,+1 763-682-5490,Opens Monday
https://www.facebook.com/chwmn/,Chiropractic Health and Wellness Center,5.0,30,Chiropractor,,3400 W 66th St Ste 128,+1 952-835-6750,Opens tomorrow
https://www.facebook.com/langfordchiro/,Langford and Karls Chiropractic,4.8,26,Chiropractor,,730 Cleveland Ave S,+1 651-699-8610,Opens tomorrow
https://www.facebook.com/bimchiromn/,Back In Motion Chiropractic,5.0,13,Chiropractor,,9664 63rd Ave N,+1 763-504-0395,Opens Monday
https://www.facebook.com/ForeChiropracticWellness/,Fore Chiropractic & Wellness,4.9,71,Chiropractor,,"200 Forest Ave E, Ste 2",+1 320-679-8996,Opens Monday
https://www.facebook.com/MapleGroveChiropractic/,Maple Grove Chiropractic,5.0,10,Chiropractor,,"13800 83rd Way N, Ste 108",+1 763-494-0828,Opens Monday
https://www.facebook.com/MillnerFamilyChiro/,Millner Family Chiropractic,4.8,23,Chiropractor,,117 W 3rd St,+1 651-437-1876,Opens Monday
https://www.facebook.com/Altra-Care-187981067926853/,Altra Care,4.5,43,Chiropractor,,1140 Vanrooy Dr,+1 218-681-2225,Opens Monday
https://www.facebook.com/NelsonChiroandRehab/,Nelson Clinic and Rehabilitation Care,4.8,25,Chiropractor,$$,515 19th Ave SW,+1 320-235-2720,Opens Monday
